class,text
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Watching ajith film ah?
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
ham,I dont understand your message.
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,K go and sleep well. Take rest:-).
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,"Alright omw, gotta change my order to a half8th"
ham,Great! So what attracts you to the brothas?
ham,My drive can only be read. I need to write
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
ham,Dude just saw a parked car with its sunroof popped up. Sux
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,Dear we got  &lt;#&gt;  dollars hi hi
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,have * good weekend.
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,We are okay. Going to sleep now. Later
ham,Yes. It's all innocent fun. O:-)
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,Finished class where are you.
ham,Carlos'll be here in a minute if you still need to buy
ham,will you like to be spoiled? :)
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,Did you try making another butt.
ham,LMAO where's your fish memory when I need it?
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Going to take your babe out ?
ham,Din i tell u jus now 420
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,"\Are you comingdown later?\"""""
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,R we still meeting 4 dinner tonight?
ham,"ItÛ÷s reassuring, in this crazy world."
ham,I didn't get the second half of that message
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,"Aight will do, thanks again for comin out"
ham,Should I be stalking u?
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,Are you sure you don't mean \get here
ham,U guys never invite me anywhere :(
ham,Have you been practising your curtsey?
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,Oh for fuck's sake she's in like tallahassee
ham,No da. . Vijay going to talk in jaya tv
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Yup having my lunch buffet now.. U eat already?
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,S da..al r above  &lt;#&gt;
ham,I dont thnk its a wrong calling between us
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
ham,Yes:)sura in sun tv.:)lol.
ham,No calls..messages..missed calls
ham,Do you know where my lab goggles went
ham,Dunno y u ask me.
ham,Ok going to sleep. Hope i can meet her.
ham,What * u wearing?
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,Except theres a chick with huge boobs.
ham,I'm aight. Wat's happening on your side.
ham,"Sorry, I'll call later"
ham,i dnt wnt to tlk wid u
ham,Come by our room at some point so we can iron out the plan for this weekend
ham,I attended but nothing is there.
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
ham,Me fine..absolutly fine
ham,From here after The performance award is calculated every two month.not for current one month period..
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,Alright i have a new goal now
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,Sac will score big hundred.he is set batsman:-)
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
ham,Tell them the drug dealer's getting impatient
ham,Both :) i shoot big loads so get ready!
ham,Do you want bold 2 or bb torch
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,Hey do you want anything to buy:)
ham,Oh ok.. Wat's ur email?
ham,Oh k :)why you got job then whats up?
ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
ham,No. I dont want to hear anything
ham,I hope you know I'm still mad at you.
ham,Tell dear what happen to you. Why you talking to me like an alian
ham,Ok... C ya...
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,Many more happy returns of the day. I wish you happy birthday.
ham,Just haven't decided where yet eh ?
ham,How are you. Just checking up on you
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,Change windows logoff sound..
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,"I can't right this second, gotta hit people up first"
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,Then any special there?
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,Any pain on urination any thing else?
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham,Just got outta class gonna go gym.
ham,Yes! How is a pretty lady like you single?
ham,"He will, you guys close?"
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
ham,At home also.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,How much i gave to you. Morning.
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,Yeah right! I'll bring my tape measure fri!
ham,If I get there before you after your ten billion calls and texts so help me god
ham,Hi! This is Roger from CL. How are you?
ham,ÌÏ called dad oredi...
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,"Thank you. And by the way, I just lost."
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,Im just wondering what your doing right now?
ham,"Babe, I need your advice"
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng"""
ham,Good. Good job. I like entrepreneurs
ham,Then u going ikea str aft dat?
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
ham,Lol. Well quality aint bad at all so i aint complaining
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,Oh ho. Is this the first time u use these type of words
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
ham,Yes:)here tv is always available in work place..
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
ham,Well if I'm that desperate I'll just call armand again
ham,Mmmm.... I cant wait to lick it!
ham,Haha i think i did too
ham,U can call now...
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,How will I creep on you now? ;_;
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,Small problem in auction:)punj now asking tiwary
ham,Missing you too.pray inshah allah
ham,So how's the weather over there?
ham,Ok...
ham,Wat time r Ì_ going to xin's hostel?
ham,Huh? 6 also cannot? Then only how many mistakes?
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,Am I the only one who doesn't stalk profiles?
ham,Dude got a haircut. Now its breezy up there
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
ham,Also hi wesley how've you been
ham,I will be outside office take all from there
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,They did't play one day last year know even though they have very good team.. Like india.
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
ham,Can u get pic msgs to your phone?
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,Ic. There are a lotta childporn cars then.
ham,Then u go back urself lor...
ham,"whatever, im pretty pissed off."
ham,Sorry da. I gone mad so many pending works what to do.
ham,Ok i'm coming home now.
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,Oh yeah! And my diet just flew out the window
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,I'm also came to room.
ham,Cause I'm not freaky lol
ham,Okie...
ham,I don't think he has spatula hands!
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
ham,"Oh... Icic... K lor, den meet other day..."
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
ham,Ok...
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,I have many dependents
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
ham,I'm home. Doc gave me pain meds says everything is fine.
ham,Still work going on:)it is very small house.
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
ham,K k :-):-) then watch some films.
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,"What part of \don't initiate\"" don't you understand"""
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
ham,"Aight, let me know when you're gonna be around usf"
ham,ELLO BABE U OK?
ham,Where r we meeting?
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,I dont. Can you send it to me. Plus how's mode.
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham,Don know..he is watching film in computer..
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,"Sorry, I'll call later"
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,I have a sore throat. It's scratches when I talk
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham,Going on nothing great.bye
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,"Sorry, I'll call later"
ham,I like to think there's always the possibility of being in a pub later.
ham,S.i think he is waste for rr..
ham,You are not bothering me but you have to trust my answers. Pls.
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
ham,Hi mom we might be back later than  &lt;#&gt; 
ham,Yavnt tried yet and never played original either
ham,He also knows about lunch menu only da. . I know
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Yeah it's jus rite...
ham,You see the requirements please
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,Oh k...i'm watching here:)
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
ham,I love working from home :)
ham,Sir send to group mail check it.
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
ham,I finished my lunch already. U wake up already?
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
ham,Shuhui has bought ron's present it's a swatch watch...
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,Wife.how she knew the time of murder exactly
ham,"Haha just kidding, papa needs drugs"
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,Nt yet chikku..simple habba..hw abt u?
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
ham,Ard 4 lor...
ham,Aight ill get on fb in a couple minutes
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
ham,* Am on a train back from northampton so i'm afraid not!
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,Those were my exact intentions
ham,Ok... Ur typical reply...
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham,Ma head dey swell oh. Thanks for making my day
ham,"St andre, virgil's cream"
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,No message..no responce..what happend?
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,"Alright if you're sure, let me know when you're leaving"
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,"I didnt get ur full msg..sometext is missing, send it again"
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,"Ya tel, wats ur problem.."
ham,Then ur sis how?
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,Even i cant close my eyes you are in me our vava playing umma :-D
ham,Ok no prob... I'll come after lunch then...
ham,So i'm doing a list of buyers.
ham,I am taking half day leave bec i am not well
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,"Velly good, yes please!"
ham,I'm leaving my house now.
ham,Good words.... But words may leave u in dismay many times.
ham,Are you still playing with gautham?
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
ham,Will be out of class in a few hours. Sorry
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,I'm gonna rip out my uterus.
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,I think if he rule tamilnadu..then its very tough for our people.
ham,We got a divorce. Lol. She.s here
ham,Ok lor.
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
ham,Please leave this topic..sorry for telling that..
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham,Mmm so yummy babe ... Nice jolt to the suzy
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,God bless.get good sleep my dear...i will pray!
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
spam,88066 FROM 88066 LOST 3POUND HELP
ham,Whats the staff name who is taking class for us?
ham,Hey what are you doing. Y no reply pa..
ham,Ok...
ham,Went fast asleep dear.take care.
ham,Where are you lover ? I need you ...
ham,Yup i've finished c Ì_ there...
ham,Lol its ok I didn't remember til last nite
ham,Ok... Then r we meeting later?
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,So do you have samus shoulders yet
ham,Can you pls send me that company name. In saibaba colany
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
ham,"Sorry, I'll call you  later. I am in meeting sir."
ham,If you r @ home then come down within 5 min
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,Wa... U so efficient... Gee... Thanx...
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,My planning usually stops at \find hella weed
ham,Please dont say like that. Hi hi hi
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,Also remember the beads don't come off. Ever.
ham,"Ok da, i already planned. I wil pick you."
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
ham,I cant pick the phone right now. Pls send a message
